Date,Account_ID,Customer_Segment,Industry,Subscription_Status,Monthly_Recurring_Revenue,Expansion_Revenue,Support_Tickets_Last_30d,Feature_Adoption_Score
2024-01-25,ACC00044,SMB,Retail,Active,1275.18,97.93,3,62.1
2024-01-25,ACC00045,Mid-Market,Tech,Churned,3305.46,0.0,1,48.9
2024-01-25,ACC00046,Enterprise,Finance,Active,13999.87,3815.05,9,81.9
2024-01-25,ACC00047,SMB,Retail,Active,2326.68,298.19,1,97.7
2024-01-25,ACC00048,Enterprise,Finance,Active,16106.3,1964.82,2,62.2
2024-01-25,ACC00049,Enterprise,Healthcare,Active,14830.8,1778.8,2,73.7
2024-01-25,ACC00050,SMB,Retail,Active,2828.26,467.28,6,90.4
2024-01-26,ACC00001,Mid-Market,Tech,Active,5105.2,282.48,7,74.7
2024-01-26,ACC00002,Enterprise,Retail,Active,15890.64,2703.09,7,71.0
2024-01-26,ACC00003,SMB,Tech,Active,2282.74,471.3,8,89.6
2024-01-26,ACC00004,Enterprise,Healthcare,Active,14894.08,3871.94,8,60.7
2024-01-26,ACC00005,SMB,Tech,Active,1432.51,16.08,4,97.7
2024-01-26,ACC00006,SMB,Tech,Active,2389.85,609.91,2,84.6
2024-01-26,ACC00007,Mid-Market,Healthcare,Active,3592.72,331.8,5,81.8
2024-01-26,ACC00008,SMB,Retail,Active,2644.14,354.78,7,91.4
2024-01-26,ACC00009,SMB,Healthcare,Churned,1782.67,0.0,0,24.8
2024-01-26,ACC00010,Mid-Market,Finance,Active,8480.75,1820.87,9,79.9
2024-01-26,ACC00011,Enterprise,Healthcare,Active,17588.92,5048.18,8,85.8
2024-01-26,ACC00012,Enterprise,Tech,Active,23154.78,6293.36,8,87.8
2024-01-26,ACC00013,Mid-Market,Tech,Active,3726.71,397.16,9,76.7
2024-01-26,ACC00014,Mid-Market,Finance,Active,5001.35,1163.73,5,78.4
2024-01-26,ACC00015,SMB,Healthcare,Active,2355.77,96.82,0,81.9
2024-01-26,ACC00016,Mid-Market,Retail,Active,6625.06,1607.03,8,63.9
2024-01-26,ACC00017,Mid-Market,Healthcare,Active,7494.21,63.62,1,87.7
2024-01-26,ACC00018,Enterprise,Healthcare,Active,16399.42,3503.94,3,61.7
2024-01-26,ACC00019,SMB,Healthcare,Active,2710.15,39.62,0,99.6
2024-01-26,ACC00020,SMB,Healthcare,Active,604.46,173.75,8,79.7
2024-01-26,ACC00021,Mid-Market,Tech,Active,3079.78,620.09,4,96.2
2024-01-26,ACC00022,Enterprise,Retail,Active,23149.44,5453.66,0,72.7
2024-01-26,ACC00023,Mid-Market,Retail,Paused,6586.02,0.0,5,75.2
2024-01-26,ACC00024,Enterprise,Retail,Active,20543.41,1797.08,0,83.2
2024-01-26,ACC00025,Mid-Market,Retail,Active,4804.5,344.75,0,97.1
2024-01-26,ACC00026,SMB,Healthcare,Active,1352.82,59.9,8,96.2
2024-01-26,ACC00027,SMB,Healthcare,Active,694.39,36.51,0,82.6
2024-01-26,ACC00028,Mid-Market,Finance,Active,4846.19,2.94,7,61.6
2024-01-26,ACC00029,SMB,Retail,Churned,1384.56,0.0,6,28.8
2024-01-26,ACC00030,SMB,Healthcare,Active,2208.57,452.49,5,80.4
2024-01-26,ACC00031,Enterprise,Tech,Active,16908.57,2443.24,0,80.0
2024-01-26,ACC00032,SMB,Healthcare,Active,1344.0,238.57,1,68.0
2024-01-26,ACC00033,Mid-Market,Tech,Active,3847.4,12.87,5,64.2
2024-01-26,ACC00034,SMB,Tech,Active,717.91,28.59,5,69.9
2024-01-26,ACC00035,SMB,Retail,Churned,1479.63,0.0,8,27.8
2024-01-26,ACC00036,SMB,Healthcare,Active,2653.17,731.45,9,62.6
2024-01-26,ACC00037,SMB,Retail,Active,1168.58,204.52,6,99.6
2024-01-26,ACC00038,SMB,Finance,Active,899.42,5.01,9,91.0
2024-01-26,ACC00039,Enterprise,Finance,Active,15800.85,1902.61,8,87.6
2024-01-26,ACC00040,SMB,Retail,Churned,987.13,0.0,4,37.4
2024-01-26,ACC00041,SMB,Healthcare,Active,1244.2,7.81,9,75.4
2024-01-26,ACC00042,Enterprise,Finance,Active,14203.57,1466.34,2,78.5
2024-01-26,ACC00043,Mid-Market,Tech,Active,8192.11,1093.67,3,96.3
2024-01-26,ACC00044,Enterprise,Finance,Active,19325.72,4972.39,3,60.4
2024-01-26,ACC00045,SMB,Tech,Active,2364.1,537.03,7,95.1
2024-01-26,ACC00046,Enterprise,Retail,Paused,18122.82,0.0,7,74.2
2024-01-26,ACC00047,SMB,Tech,Active,618.63,65.43,5,62.8
2024-01-26,ACC00048,SMB,Finance,Churned,2366.23,0.0,5,35.9
2024-01-26,ACC00049,SMB,Healthcare,Active,658.08,3.71,3,60.8
2024-01-26,ACC00050,Mid-Market,Retail,Active,6144.77,300.1,4,84.8
2024-01-27,ACC00001,SMB,Healthcare,Active,2390.37,169.22,9,85.4
2024-01-27,ACC00002,Mid-Market,Retail,Active,4492.59,325.99,8,73.3
2024-01-27,ACC00003,SMB,Finance,Active,1925.49,9.88,7,67.8
2024-01-27,ACC00004,Enterprise,Healthcare,Active,24427.85,2191.05,8,67.7
2024-01-27,ACC00005,SMB,Healthcare,Churned,2718.68,0.0,5,54.5
2024-01-27,ACC00006,Enterprise,Finance,Active,10614.33,2371.55,0,90.7
2024-01-27,ACC00007,SMB,Healthcare,Active,1787.59,428.4,4,97.8
2024-01-27,ACC00008,Mid-Market,Finance,Active,5977.41,710.61,3,62.9
2024-01-27,ACC00009,Enterprise,Finance,Active,18658.66,4457.57,9,74.7
2024-01-27,ACC00010,SMB,Healthcare,Active,1153.34,104.15,1,98.8
2024-01-27,ACC00011,Mid-Market,Tech,Active,4085.0,551.27,4,67.9
2024-01-27,ACC00012,SMB,Healthcare,Active,2809.63,148.9,6,81.6
2024-01-27,ACC00013,Mid-Market,Finance,Active,7096.91,60.44,6,84.8
2024-01-27,ACC00014,Mid-Market,Retail,Active,4519.98,925.16,0,79.8
2024-01-27,ACC00015,SMB,Healthcare,Active,1443.67,226.12,7,94.4
2024-01-27,ACC00016,SMB,Tech,Active,502.26,49.59,2,84.9
2024-01-27,ACC00017,Enterprise,Tech,Active,12181.03,3190.56,8,99.1
2024-01-27,ACC00018,SMB,Tech,Active,1913.52,211.45,3,94.2
2024-01-27,ACC00019,Enterprise,Finance,Active,11829.53,126.39,0,76.5
2024-01-27,ACC00020,Enterprise,Finance,Active,10872.92,2083.13,5,77.2
2024-01-27,ACC00021,SMB,Tech,Active,2023.94,377.04,8,70.9
2024-01-27,ACC00022,SMB,Tech,Active,1652.41,22.84,9,78.3
2024-01-27,ACC00023,SMB,Healthcare,Active,790.38,42.18,7,60.4
2024-01-27,ACC00024,SMB,Healthcare,Active,768.23,96.02,9,66.1
2024-01-27,ACC00025,Enterprise,Finance,Active,19433.83,3671.7,4,84.3
2024-01-27,ACC00026,SMB,Retail,Active,2828.58,276.32,6,62.5
2024-01-27,ACC00027,Enterprise,Tech,Churned,17169.94,0.0,4,32.4
2024-01-27,ACC00028,Mid-Market,Tech,Active,6590.5,859.64,8,79.1
2024-01-27,ACC00029,Enterprise,Finance,Active,12556.23,3483.78,8,92.4
2024-01-27,ACC00030,SMB,Tech,Active,2688.65,237.05,6,76.1
2024-01-27,ACC00031,Enterprise,Tech,Active,23580.42,1369.91,5,74.8
2024-01-27,ACC00032,Mid-Market,Retail,Active,3768.35,701.48,3,86.4
2024-01-27,ACC00033,SMB,Retail,Active,1701.58,286.35,7,81.8
2024-01-27,ACC00034,Mid-Market,Healthcare,Active,9220.29,2080.25,4,93.3
2024-01-27,ACC00035,Mid-Market,Tech,Churned,4606.13,0.0,7,28.1
2024-01-27,ACC00036,Mid-Market,Finance,Paused,7967.62,0.0,4,78.8
2024-01-27,ACC00037,Enterprise,Finance,Active,14108.84,3476.59,0,62.9
2024-01-27,ACC00038,SMB,Tech,Active,2252.25,567.27,2,84.8
2024-01-27,ACC00039,Enterprise,Healthcare,Churned,15843.07,0.0,3,40.2
2024-01-27,ACC00040,SMB,Retail,Active,950.17,13.63,0,90.9
2024-01-27,ACC00041,Mid-Market,Healthcare,Active,9457.06,157.1,8,69.8
2024-01-27,ACC00042,Mid-Market,Finance,Active,7139.12,97.78,0,89.7
2024-01-27,ACC00043,Mid-Market,Finance,Active,7305.59,432.41,1,63.4
2024-01-27,ACC00044,Mid-Market,Healthcare,Active,7972.41,481.98,6,66.9
2024-01-27,ACC00045,Enterprise,Healthcare,Active,18783.9,515.04,0,62.0
2024-01-27,ACC00046,SMB,Finance,Active,1088.45,277.45,8,72.1
2024-01-27,ACC00047,SMB,Finance,Active,1518.69,263.49,2,64.1
2024-01-27,ACC00048,Enterprise,Healthcare,Active,13884.0,210.2,1,96.8
2024-01-27,ACC00049,SMB,Finance,Active,995.55,278.09,5,98.0
2024-01-27,ACC00050,Enterprise,Healthcare,Churned,23269.84,0.0,2,27.9
2024-01-28,ACC00001,Mid-Market,Tech,Active,4684.69,1159.08,5,81.8
2024-01-28,ACC00002,Mid-Market,Retail,Active,5420.18,1539.98,8,86.4
2024-01-28,ACC00003,SMB,Finance,Active,2445.36,93.57,9,92.4
2024-01-28,ACC00004,Enterprise,Healthcare,Active,24933.5,7169.68,0,83.9
2024-01-28,ACC00005,SMB,Healthcare,Active,2670.35,399.4,2,65.8
2024-01-28,ACC00006,Mid-Market,Healthcare,Active,9760.41,804.38,1,76.8
2024-01-28,ACC00007,Enterprise,Healthcare,Active,22480.15,4651.44,0,68.9
2024-01-28,ACC00008,Enterprise,Retail,Active,15615.11,94.02,0,64.3
2024-01-28,ACC00009,SMB,Finance,Active,964.16,143.43,3,76.8
2024-01-28,ACC00010,Enterprise,Retail,Active,21555.83,2313.83,4,67.6
2024-01-28,ACC00011,Enterprise,Healthcare,Active,11682.23,212.12,3,84.8
2024-01-28,ACC00012,Enterprise,Tech,Active,17165.22,2738.41,7,71.6
2024-01-28,ACC00013,SMB,Retail,Active,2167.28,424.75,0,71.9
2024-01-28,ACC00014,Mid-Market,Finance,Active,7948.24,1277.24,0,90.9
2024-01-28,ACC00015,Enterprise,Healthcare,Active,17891.67,1237.78,4,96.0
2024-01-28,ACC00016,SMB,Healthcare,Active,2770.17,420.04,4,74.5
2024-01-28,ACC00017,SMB,Finance,Active,2580.13,516.71,3,80.8
2024-01-28,ACC00018,Mid-Market,Finance,Active,6521.93,222.58,5,61.5
2024-01-28,ACC00019,Enterprise,Finance,Active,13107.65,2629.12,3,77.7
2024-01-28,ACC00020,SMB,Tech,Active,2153.65,613.1,2,82.0
2024-01-28,ACC00021,SMB,Tech,Active,1371.92,258.84,7,98.7
2024-01-28,ACC00022,Mid-Market,Tech,Active,6390.26,754.77,5,63.3
2024-01-28,ACC00023,Enterprise,Healthcare,Active,10460.1,3052.32,4,75.6
2024-01-28,ACC00024,Enterprise,Healthcare,Active,10584.34,474.79,9,62.0
2024-01-28,ACC00025,SMB,Tech,Active,2775.88,820.09,8,62.6
2024-01-28,ACC00026,Enterprise,Healthcare,Active,19343.16,1690.49,1,87.8
2024-01-28,ACC00027,SMB,Retail,Active,813.93,205.4,3,77.0
2024-01-28,ACC00028,Mid-Market,Retail,Active,4040.33,204.28,6,68.7
2024-01-28,ACC00029,Mid-Market,Healthcare,Active,6348.64,312.23,0,87.5
2024-01-28,ACC00030,Mid-Market,Retail,Active,8031.25,181.96,7,86.5
2024-01-28,ACC00031,SMB,Healthcare,Active,2635.37,391.31,8,91.8
2024-01-28,ACC00032,SMB,Tech,Active,1206.35,157.6,5,63.9
2024-01-28,ACC00033,Mid-Market,Healthcare,Active,6710.75,1459.64,3,68.1
2024-01-28,ACC00034,SMB,Tech,Active,2949.49,329.03,0,96.4
2024-01-28,ACC00035,SMB,Healthcare,Churned,2909.43,0.0,5,56.4
2024-01-28,ACC00036,Mid-Market,Retail,Active,7727.25,634.82,3,70.6
2024-01-28,ACC00037,SMB,Tech,Active,680.19,28.93,2,62.5
2024-01-28,ACC00038,SMB,Finance,Paused,1527.75,0.0,5,82.6
2024-01-28,ACC00039,Enterprise,Healthcare,Active,21127.1,6127.85,3,86.9
2024-01-28,ACC00040,SMB,Tech,Active,1708.1,390.13,4,89.1
2024-01-28,ACC00041,SMB,Tech,Active,2829.99,519.51,8,83.1
2024-01-28,ACC00042,Enterprise,Retail,Active,24491.81,492.64,2,63.2
2024-01-28,ACC00043,Mid-Market,Tech,Active,3524.55,517.29,3,73.4
2024-01-28,ACC00044,SMB,Tech,Active,1199.51,68.95,1,64.4
2024-01-28,ACC00045,Enterprise,Tech,Active,16963.89,4957.21,1,66.0
2024-01-28,ACC00046,SMB,Retail,Churned,1763.77,0.0,1,56.8
2024-01-28,ACC00047,SMB,Retail,Active,1495.59,125.88,6,75.6
2024-01-28,ACC00048,Mid-Market,Tech,Active,3770.85,817.6,0,81.8
2024-01-28,ACC00049,Mid-Market,Retail,Active,6262.01,1528.68,5,66.7
2024-01-28,ACC00050,Enterprise,Retail,Active,18975.23,608.02,3,84.6
2024-01-29,ACC00001,Enterprise,Healthcare,Active,13572.75,1433.78,7,66.6
2024-01-29,ACC00002,SMB,Tech,Active,589.32,60.94,8,91.4
2024-01-29,ACC00003,Enterprise,Finance,Paused,16971.79,0.0,5,99.4
2024-01-29,ACC00004,Mid-Market,Healthcare,Active,7125.58,1679.3,6,95.6
2024-01-29,ACC00005,Mid-Market,Retail,Active,9158.31,2576.36,7,81.2
2024-01-29,ACC00006,Mid-Market,Finance,Active,7535.53,2202.94,8,84.4
2024-01-29,ACC00007,SMB,Retail,Active,2944.59,257.98,6,66.5
2024-01-29,ACC00008,SMB,Finance,Active,2263.54,190.21,2,70.9
2024-01-29,ACC00009,SMB,Tech,Active,1529.3,263.03,6,68.5
2024-01-29,ACC00010,SMB,Finance,Active,929.31,64.99,8,87.5
2024-01-29,ACC00011,SMB,Tech,Active,1605.68,32.11,8,95.2
2024-01-29,ACC00012,SMB,Retail,Active,2765.84,267.4,0,82.6
2024-01-29,ACC00013,Enterprise,Retail,Active,20771.19,4246.81,6,86.3
2024-01-29,ACC00014,Enterprise,Finance,Active,18991.29,4259.71,4,91.4
2024-01-29,ACC00015,Mid-Market,Tech,Active,7488.05,476.12,0,62.7
2024-01-29,ACC00016,Mid-Market,Tech,Active,6547.58,1027.3,4,99.0
2024-01-29,ACC00017,SMB,Finance,Active,2726.92,588.8,2,84.1
2024-01-29,ACC00018,Enterprise,Tech,Active,12531.51,2535.89,8,71.5
2024-01-29,ACC00019,SMB,Healthcare,Active,2220.42,273.71,1,63.2
2024-01-29,ACC00020,Mid-Market,Retail,Paused,6399.48,0.0,6,79.2
2024-01-29,ACC00021,SMB,Tech,Active,1817.57,144.66,0,90.9
2024-01-29,ACC00022,Mid-Market,Finance,Churned,4291.6,0.0,4,46.1
2024-01-29,ACC00023,SMB,Finance,Active,2378.84,285.76,9,87.4
2024-01-29,ACC00024,Mid-Market,Tech,Active,3965.59,827.24,3,93.4
2024-01-29,ACC00025,SMB,Retail,Active,2529.14,626.54,0,74.3
2024-01-29,ACC00026,SMB,Retail,Active,1698.99,268.96,3,94.3
2024-01-29,ACC00027,Mid-Market,Retail,Active,4965.85,460.78,3,89.8
2024-01-29,ACC00028,Enterprise,Finance,Active,16381.29,4648.69,9,70.6
2024-01-29,ACC00029,SMB,Finance,Active,1490.6,176.45,7,74.3
2024-01-29,ACC00030,Mid-Market,Finance,Active,9694.27,1459.38,1,66.3
2024-01-29,ACC00031,SMB,Tech,Active,784.53,228.69,0,71.9
2024-01-29,ACC00032,Mid-Market,Finance,Paused,4051.47,0.0,3,74.5
2024-01-29,ACC00033,SMB,Healthcare,Active,2260.09,291.45,7,74.8
2024-01-29,ACC00034,SMB,Finance,Active,721.37,207.25,4,69.2
2024-01-29,ACC00035,Enterprise,Healthcare,Active,21489.74,4286.76,1,91.4
2024-01-29,ACC00036,Mid-Market,Retail,Active,4702.62,473.71,1,60.8
2024-01-29,ACC00037,SMB,Retail,Active,1224.65,111.48,9,92.3
2024-01-29,ACC00038,SMB,Healthcare,Paused,2832.24,0.0,4,90.8
2024-01-29,ACC00039,SMB,Tech,Active,2021.75,351.83,3,85.7
2024-01-29,ACC00040,SMB,Finance,Active,1458.47,327.6,2,61.3
2024-01-29,ACC00041,Mid-Market,Tech,Active,8584.57,358.87,7,64.3
2024-01-29,ACC00042,SMB,Finance,Active,1039.72,137.36,4,99.7
2024-01-29,ACC00043,Mid-Market,Tech,Paused,9426.97,0.0,3,95.0
2024-01-29,ACC00044,SMB,Healthcare,Active,952.88,95.81,7,86.3
2024-01-29,ACC00045,SMB,Retail,Active,1663.35,296.31,6,78.7
2024-01-29,ACC00046,Mid-Market,Retail,Active,9629.73,198.95,1,69.8
2024-01-29,ACC00047,Enterprise,Healthcare,Active,14645.56,3332.74,5,62.5
2024-01-29,ACC00048,SMB,Retail,Active,2313.11,676.53,6,68.6
2024-01-29,ACC00049,SMB,Retail,Active,1882.56,438.68,8,84.8
2024-01-29,ACC00050,SMB,Tech,Active,2503.92,124.37,8,75.2
2024-01-30,ACC00001,SMB,Tech,Active,1479.11,91.53,8,84.4
2024-01-30,ACC00002,Enterprise,Retail,Active,24000.61,164.49,5,63.7
2024-01-30,ACC00003,Enterprise,Healthcare,Active,12450.81,900.54,5,97.3
2024-01-30,ACC00004,Mid-Market,Tech,Active,6134.83,282.85,6,85.5
2024-01-30,ACC00005,Mid-Market,Tech,Active,3106.2,43.42,7,86.5
2024-01-30,ACC00006,Enterprise,Retail,Active,16685.52,4432.23,8,62.0
2024-01-30,ACC00007,SMB,Retail,Active,2530.8,461.29,7,69.7
2024-01-30,ACC00008,Enterprise,Tech,Paused,20900.11,0.0,2,67.9
2024-01-30,ACC00009,Enterprise,Healthcare,Active,13334.33,2316.35,4,93.1
2024-01-30,ACC00010,Mid-Market,Retail,Active,3064.41,207.67,1,91.9
2024-01-30,ACC00011,Enterprise,Tech,Active,24692.06,3553.83,8,63.1
2024-01-30,ACC00012,Mid-Market,Tech,Active,9302.0,270.32,5,75.0
2024-01-30,ACC00013,Enterprise,Tech,Active,24694.19,5835.98,2,84.1
2024-01-30,ACC00014,SMB,Tech,Paused,2412.21,0.0,9,69.5
2024-01-30,ACC00015,SMB,Retail,Active,1010.71,113.06,8,61.1
2024-01-30,ACC00016,SMB,Tech,Active,662.37,89.05,1,89.6
2024-01-30,ACC00017,Mid-Market,Healthcare,Active,8513.31,1667.64,6,60.8
2024-01-30,ACC00018,SMB,Retail,Churned,2295.11,0.0,6,42.1
2024-01-30,ACC00019,Mid-Market,Retail,Active,7071.96,1785.69,6,78.2
2024-01-30,ACC00020,SMB,Tech,Active,2127.57,615.54,8,73.5
2024-01-30,ACC00021,SMB,Healthcare,Churned,935.63,0.0,2,48.5
2024-01-30,ACC00022,SMB,Retail,Active,2524.84,618.46,7,61.5
2024-01-30,ACC00023,SMB,Retail,Active,1963.74,490.11,0,61.3
2024-01-30,ACC00024,Mid-Market,Finance,Active,3372.35,129.9,8,66.8
2024-01-30,ACC00025,Enterprise,Tech,Active,13127.91,2459.4,2,63.9
2024-01-30,ACC00026,SMB,Retail,Active,1713.05,154.31,0,67.0
2024-01-30,ACC00027,SMB,Finance,Active,2049.49,208.66,3,80.3
2024-01-30,ACC00028,SMB,Retail,Active,2187.52,502.99,3,78.8
2024-01-30,ACC00029,SMB,Healthcare,Churned,2363.2,0.0,9,54.5
2024-01-30,ACC00030,Mid-Market,Tech,Active,6198.63,853.66,7,93.8
2024-01-30,ACC00031,Enterprise,Healthcare,Active,12705.69,3622.61,4,73.2
2024-01-30,ACC00032,Enterprise,Retail,Active,13768.9,4082.63,1,92.3
2024-01-30,ACC00033,Mid-Market,Healthcare,Active,8419.3,111.01,5,72.7
2024-01-30,ACC00034,Enterprise,Finance,Active,23654.19,5598.88,2,68.9
2024-01-30,ACC00035,Mid-Market,Retail,Active,5060.83,203.67,9,68.5
2024-01-30,ACC00036,Mid-Market,Retail,Active,9829.62,547.15,2,74.1
2024-01-30,ACC00037,SMB,Retail,Active,2039.24,81.24,4,64.2
2024-01-30,ACC00038,SMB,Tech,Active,864.94,207.8,4,91.1
2024-01-30,ACC00039,SMB,Retail,Active,1119.27,85.2,8,95.7
2024-01-30,ACC00040,SMB,Healthcare,Active,1306.03,217.3,6,91.7
2024-01-30,ACC00041,SMB,Tech,Active,2277.14,444.4,2,66.5
2024-01-30,ACC00042,SMB,Tech,Churned,1787.53,0.0,8,42.1
2024-01-30,ACC00043,Enterprise,Retail,Active,23726.86,4918.37,6,85.6
2024-01-30,ACC00044,Enterprise,Retail,Active,11500.47,2326.49,9,73.6
2024-01-30,ACC00045,Mid-Market,Finance,Active,4475.96,335.95,4,82.4
2024-01-30,ACC00046,SMB,Tech,Churned,2899.19,0.0,1,33.3
2024-01-30,ACC00047,SMB,Finance,Active,1330.46,61.62,6,60.1
2024-01-30,ACC00048,SMB,Retail,Paused,1654.15,0.0,9,83.3
2024-01-30,ACC00049,SMB,Finance,Active,574.52,112.52,2,92.9
2024-01-30,ACC00050,Mid-Market,Retail,Active,8763.13,254.87,9,92.7
2024-01-31,ACC00001,SMB,Tech,Active,2753.36,372.74,8,70.3
2024-01-31,ACC00002,SMB,Tech,Active,2934.41,571.64,9,70.7
2024-01-31,ACC00003,SMB,Tech,Active,705.68,14.21,3,75.5
2024-01-31,ACC00004,SMB,Finance,Active,2503.97,404.64,8,63.4
2024-01-31,ACC00005,Mid-Market,Retail,Active,4835.3,1008.24,9,66.7
2024-01-31,ACC00006,Mid-Market,Tech,Active,3263.02,630.55,2,75.8
2024-01-31,ACC00007,SMB,Tech,Active,2535.49,79.2,6,78.9
2024-01-31,ACC00008,SMB,Tech,Churned,1316.54,0.0,1,40.4
2024-01-31,ACC00009,SMB,Tech,Active,1892.93,45.86,8,82.9
2024-01-31,ACC00010,Enterprise,Healthcare,Active,19995.92,5923.35,9,66.7
2024-01-31,ACC00011,Mid-Market,Tech,Active,5120.52,452.26,4,75.3
2024-01-31,ACC00012,Mid-Market,Healthcare,Active,9006.8,2023.99,4,77.4
2024-01-31,ACC00013,SMB,Retail,Active,2241.63,272.71,8,74.0
2024-01-31,ACC00014,Mid-Market,Healthcare,Active,5730.47,946.1,5,92.6
2024-01-31,ACC00015,Mid-Market,Finance,Active,4175.51,114.12,3,79.6
2024-01-31,ACC00016,Mid-Market,Healthcare,Active,6500.36,1137.68,9,80.6
2024-01-31,ACC00017,Enterprise,Finance,Active,20475.58,267.03,1,83.4
2024-01-31,ACC00018,SMB,Retail,Churned,1578.82,0.0,5,28.7
2024-01-31,ACC00019,SMB,Healthcare,Active,1731.25,104.7,6,66.0
2024-01-31,ACC00020,SMB,Healthcare,Active,1586.8,24.22,4,85.3
2024-01-31,ACC00021,SMB,Healthcare,Active,885.1,68.84,8,99.6
2024-01-31,ACC00022,SMB,Finance,Churned,2704.16,0.0,4,33.1
2024-01-31,ACC00023,Mid-Market,Healthcare,Active,4123.16,548.47,4,84.1
2024-01-31,ACC00024,Mid-Market,Finance,Active,8473.95,1054.61,3,81.6
2024-01-31,ACC00025,Mid-Market,Healthcare,Paused,5752.01,0.0,8,71.2
2024-01-31,ACC00026,SMB,Retail,Active,1392.36,78.98,0,88.6
2024-01-31,ACC00027,SMB,Retail,Active,1782.08,51.88,2,83.7
2024-01-31,ACC00028,SMB,Retail,Churned,1544.79,0.0,9,22.8
2024-01-31,ACC00029,Mid-Market,Tech,Active,4894.44,1342.88,5,77.8
2024-01-31,ACC00030,SMB,Retail,Active,2595.72,134.88,0,62.8
2024-01-31,ACC00031,Mid-Market,Tech,Active,6101.39,631.53,9,79.3
2024-01-31,ACC00032,SMB,Retail,Active,2214.51,210.15,3,69.4
2024-01-31,ACC00033,Enterprise,Retail,Paused,21138.77,0.0,4,74.5
2024-01-31,ACC00034,Mid-Market,Retail,Churned,5144.18,0.0,8,32.3
2024-01-31,ACC00035,SMB,Healthcare,Active,2905.38,137.89,1,69.3
2024-01-31,ACC00036,SMB,Tech,Active,1859.09,363.42,4,61.7
2024-01-31,ACC00037,Mid-Market,Healthcare,Active,6672.43,1938.68,7,87.9
2024-01-31,ACC00038,SMB,Tech,Active,2591.1,643.43,8,88.4
2024-01-31,ACC00039,SMB,Finance,Churned,609.41,0.0,0,27.0
2024-01-31,ACC00040,SMB,Healthcare,Active,1703.02,138.06,4,88.7
2024-01-31,ACC00041,SMB,Finance,Active,2373.1,128.39,1,69.8
2024-01-31,ACC00042,Mid-Market,Finance,Active,4879.36,349.17,7,92.7
2024-01-31,ACC00043,Enterprise,Healthcare,Active,21926.05,2710.63,4,80.8
2024-01-31,ACC00044,Mid-Market,Healthcare,Active,3466.53,931.67,6,98.9
2024-01-31,ACC00045,SMB,Finance,Active,2858.6,708.34,0,64.9
2024-01-31,ACC00046,SMB,Tech,Active,559.5,92.2,4,68.9
2024-01-31,ACC00047,Mid-Market,Finance,Active,5158.84,1441.92,5,98.7
2024-01-31,ACC00048,SMB,Tech,Churned,1996.91,0.0,1,48.7
2024-01-31,ACC00049,Mid-Market,Tech,Active,6518.09,1626.38,7,88.6
2024-01-31,ACC00050,Mid-Market,Healthcare,Active,3493.02,415.22,6,94.5
2024-02-01,ACC00001,Mid-Market,Retail,Active,9977.72,2287.48,7,97.5
2024-02-01,ACC00002,SMB,Finance,Active,2055.49,401.19,3,93.7
2024-02-01,ACC00003,SMB,Finance,Active,2962.25,167.9,5,71.5
2024-02-01,ACC00004,SMB,Retail,Churned,1642.36,0.0,8,54.7
2024-02-01,ACC00005,Enterprise,Tech,Active,11898.29,1687.26,1,79.0
2024-02-01,ACC00006,SMB,Healthcare,Active,1405.51,111.08,7,90.8
2024-02-01,ACC00007,Mid-Market,Healthcare,Active,5982.6,1669.22,3,88.9
2024-02-01,ACC00008,SMB,Finance,Active,1691.78,239.27,4,73.1
2024-02-01,ACC00009,Mid-Market,Healthcare,Active,4592.98,198.51,0,65.0
2024-02-01,ACC00010,Enterprise,Retail,Active,16262.56,3870.98,2,85.4
2024-02-01,ACC00011,SMB,Finance,Active,620.72,145.78,4,71.6
2024-02-01,ACC00012,SMB,Tech,Active,999.01,175.45,7,98.4
2024-02-01,ACC00013,Mid-Market,Retail,Active,3418.84,831.6,8,89.2
2024-02-01,ACC00014,Enterprise,Finance,Active,12948.93,3150.52,2,70.5
2024-02-01,ACC00015,SMB,Healthcare,Active,2136.73,467.49,7,84.0
2024-02-01,ACC00016,Enterprise,Healthcare,Active,20668.74,3148.93,9,84.0
2024-02-01,ACC00017,SMB,Finance,Active,604.98,34.7,3,77.1
2024-02-01,ACC00018,SMB,Tech,Active,2599.07,203.61,0,85.3
2024-02-01,ACC00019,Mid-Market,Tech,Active,8454.28,2127.56,8,68.2
2024-02-01,ACC00020,SMB,Finance,Active,1718.2,497.5,5,73.9
2024-02-01,ACC00021,SMB,Retail,Active,1520.12,127.8,1,86.1
2024-02-01,ACC00022,SMB,Tech,Active,922.67,209.98,5,70.0
2024-02-01,ACC00023,SMB,Retail,Active,1912.79,259.85,1,63.5
2024-02-01,ACC00024,SMB,Finance,Active,2691.72,234.34,9,80.9
2024-02-01,ACC00025,Mid-Market,Tech,Active,7508.36,1281.17,6,84.5
2024-02-01,ACC00026,SMB,Healthcare,Paused,2730.54,0.0,8,66.3
2024-02-01,ACC00027,Mid-Market,Tech,Paused,3175.34,0.0,1,66.1
2024-02-01,ACC00028,SMB,Healthcare,Churned,2307.49,0.0,7,41.4
2024-02-01,ACC00029,SMB,Tech,Active,627.81,41.64,9,85.0
2024-02-01,ACC00030,Mid-Market,Tech,Active,5239.1,914.44,5,67.2
2024-02-01,ACC00031,SMB,Tech,Active,2848.07,131.87,8,82.9
